efo_otar_slim_id	efo_label	rs_classification
EFO:0004209	hypospadias	02-disease-root
EFO:0004210	gallstones	02-disease-root
EFO:0004211	Hypertriglyceridemia	02-disease-root
EFO:0004212	Keloid	01-disease-subtype
EFO:0004213	otosclerosis	02-disease-root
EFO:0004214	Abdominal Aortic Aneurysm	01-disease-subtype
EFO:0004215	anorexia nervosa	02-disease-root
EFO:0004216	conduct disorder	02-disease-root
EFO:0004220	chronic hepatitis C virus infection	01-disease-subtype
EFO:0004224	Coronary Restenosis	01-disease-subtype
EFO:0004225	Coronary Vasospasm	01-disease-subtype
EFO:0004226	Creutzfeldt Jacob Disease	02-disease-root
EFO:0004227	Dengue Hemorrhagic Fever	01-disease-subtype
EFO:0004228	drug-induced liver injury	02-disease-root
EFO:0004229	Dupuytren Contracture	01-disease-subtype
EFO:0004230	endometrial neoplasm	03-disease-area
EFO:0004232	eosinophilic esophagitis	02-disease-root
EFO:0004233	leukopenia	04-non-disease
EFO:0004234	erectile dysfunction	01-disease-subtype
EFO:0004235	exfoliation syndrome	01-disease-subtype
EFO:0004236	focal segmental glomerulosclerosis	02-disease-root
EFO:0004237	Graves disease	01-disease-subtype
EFO:0004238	hearing loss	03-disease-area
EFO:0004239	chronic hepatitis B virus infection	01-disease-subtype
EFO:0004240	heroin dependence	02-disease-root
EFO:0004242	obsessive-compulsive disorder	02-disease-root
EFO:0004243	carcinoid tumor	03-disease-area
EFO:0004244	interstitial lung disease	03-disease-area
EFO:0004246	mucocutaneous lymph node syndrome	01-disease-subtype
EFO:0004247	mood disorder	03-disease-area
EFO:0004248	male infertility	03-disease-area
EFO:0004249	meningococcal infection	02-disease-root
EFO:0004251	myeloproliferative disorder	03-disease-area
EFO:0004252	nasopharyngeal neoplasm	02-disease-root
EFO:0004253	nephrolithiasis	02-disease-root
EFO:0004254	membranous glomerulonephritis	01-disease-subtype
EFO:0004255	nephrotic syndrome	02-disease-root
EFO:0004256	neuromyelitis optica	02-disease-root
EFO:0004257	neurotic disorder	02-disease-root
EFO:0004259	osteonecrosis	03-disease-area
EFO:0004260	bone disease	03-disease-area
EFO:0004261	osteitis deformans	02-disease-root
EFO:0004262	panic disorder	02-disease-root
EFO:0004263	partial epilepsy	01-disease-subtype
EFO:0004264	vascular disease	03-disease-area
EFO:0004265	peripheral arterial disease	02-disease-root
EFO:0004266	primary ovarian insufficiency	02-disease-root
EFO:0004267	biliary liver cirrhosis	01-disease-subtype
EFO:0004268	sclerosing cholangitis	01-disease-subtype
EFO:0004269	cardiac arrhythmia	02-disease-root
EFO:0004270	restless legs syndrome	02-disease-root
EFO:0004272	anemia (phenotype)	04-non-disease
EFO:0004273	scoliosis	02-disease-root
EFO:0004274	gout	02-disease-root
EFO:0004276	Stevens-Johnson syndrome	01-disease-subtype
EFO:0004277	brain infarction	03-disease-area
EFO:0004278	sudden cardiac arrest	01-disease-subtype
EFO:0004279	suntan	04-non-disease
EFO:0004280	movement disorder	03-disease-area
EFO:0004281	testicular neoplasm	03-disease-area
EFO:0004282	thoracic aortic aneurysm	01-disease-subtype
EFO:0004283	goiter	03-disease-area
EFO:0004284	upper aerodigestive tract neoplasm	02-disease-root
EFO:0004285	albuminuria	04-non-disease
EFO:0004286	venous thromboembolism	02-disease-root
EFO:0004287	ventricular fibrillation	02-disease-root
EFO:0004288	colonic neoplasm	03-disease-area
EFO:0004289	lymphoid leukemia	03-disease-area
EFO:0004297	clinical laboratory measurement	04-non-disease
EFO:0004298	cardiovascular measurement	04-non-disease
EFO:0004299	life expectancy	04-non-disease
EFO:0004300	longevity	04-non-disease
EFO:0004301	blood viscosity	04-non-disease
EFO:0004302	anthropometric measurement	04-non-disease
EFO:0004303	vital signs	04-non-disease
EFO:0004304	blood sedimentation	04-non-disease
EFO:0004305	erythrocyte count	04-non-disease
EFO:0004306	erythrocyte indices	04-non-disease
EFO:0004307	glucose tolerance test	04-non-disease
EFO:0004308	leukocyte count	04-non-disease
EFO:0004309	platelet count	04-non-disease
EFO:0004310	partial thromboplastin time	04-non-disease
EFO:0004311	heart function measurement	04-non-disease
EFO:0004312	vital capacity	04-non-disease
EFO:0004313	maximal midexpiratory flow rate	04-non-disease
EFO:0004314	forced expiratory volume	04-non-disease
EFO:0004315	drinking behavior	04-non-disease
EFO:0004316	exploratory behavior	04-non-disease
EFO:0004317	extraversion	04-non-disease
EFO:0004318	smoking behavior	04-non-disease
EFO:0004319	smoking cessation	04-non-disease
EFO:0004320	suicidal ideation	04-non-disease
EFO:0004321	attempted suicide	04-non-disease
EFO:0004323	mental process	04-non-disease
EFO:0004324	body weights and measures	04-non-disease
EFO:0004325	blood pressure	04-non-disease
EFO:0004326	heart rate	04-non-disease
EFO:0004327	electrocardiography	04-non-disease
EFO:0004328	exercise test	04-non-disease
EFO:0004329	alcohol drinking	04-non-disease
EFO:0004330	coffee consumption	04-non-disease
EFO:0004333	episodic memory	04-non-disease
EFO:0004334	intuition	04-non-disease
EFO:0004335	short-term memory	04-non-disease
EFO:0004336	speech perception	04-non-disease
EFO:0004337	intelligence	04-non-disease
EFO:0004338	body weight	04-non-disease
EFO:0004339	body height	04-non-disease
EFO:0004340	body mass index	04-non-disease
EFO:0004341	body fat distribution	04-non-disease
EFO:0004342	waist circumference	04-non-disease
EFO:0004343	waist-hip ratio	04-non-disease
EFO:0004344	birth weight	04-non-disease
EFO:0004345	corneal topography	04-non-disease
EFO:0004346	neuroimaging measurement	04-non-disease
EFO:0004347	addictive behaviour	04-non-disease
EFO:0004348	hematocrit	04-non-disease
EFO:0004350	reasoning	04-non-disease
EFO:0004351	resting heart rate	04-non-disease
EFO:0004352	mortality	04-non-disease
EFO:0004354	circadian rhythm	04-non-disease
EFO:0004357	electroencephalogram measurement	04-non-disease
EFO:0004358	event-related brain oscillation	04-non-disease
EFO:0004362	psychomotor performance	04-non-disease
EFO:0004363	information processing speed	04-non-disease
EFO:0004364	neurobehavioral manifestations	04-non-disease
EFO:0004425	initial time point	04-non-disease
EFO:0004458	C-reactive protein measurement	04-non-disease
EFO:0004459	ferritin measurement	04-non-disease
EFO:0004460	soluble transferrin receptor measurement	04-non-disease
EFO:0004461	iron biomarker measurement	04-non-disease
EFO:0004462	PR interval	04-non-disease
EFO:0004463	angiotensin converting enzyme activity measurement	04-non-disease
EFO:0004464	brain measurement	04-non-disease
EFO:0004465	fasting blood glucose measurement	04-non-disease
EFO:0004466	fasting blood insulin measurement	04-non-disease
EFO:0004467	insulin measurement	04-non-disease
EFO:0004468	glucose measurement	04-non-disease
EFO:0004469	HOMA-B	04-non-disease
EFO:0004471	insulin sensitivity measurement	04-non-disease
EFO:0004501	HOMA-IR	04-non-disease
EFO:0004502	adiponectin measurement	04-non-disease
EFO:0004503	hematological measurement	04-non-disease
EFO:0004504	serum hepcidin measurement	04-non-disease
EFO:0004505	telomere length	04-non-disease
EFO:0004506	monocyte early outgrowth colony forming unit	04-non-disease
EFO:0004507	D dimer measurement	04-non-disease
EFO:0004508	spine bone size	04-non-disease
EFO:0004509	hemoglobin measurement	04-non-disease
EFO:0004510	HPV seropositivity	04-non-disease
EFO:0004511	femoral neck bone geometry	04-non-disease
EFO:0004512	bone measurement	04-non-disease
EFO:0004513	bone geometry	04-non-disease
EFO:0004514	bone quantitative ultrasound measurement	04-non-disease
EFO:0004515	muscle measurement	04-non-disease
EFO:0004516	bone fracture related measurement	04-non-disease
EFO:0004517	arterial stiffness measurement	04-non-disease
EFO:0004518	creatinine measurement	04-non-disease
EFO:0004519	soluble P-selectin measurement	04-non-disease
EFO:0004520	ICAM-1 measurement	04-non-disease
EFO:0004522	adhesion molecule measurement	04-non-disease
EFO:0004526	mean corpuscular volume	04-non-disease
EFO:0004527	mean corpuscular hemoglobin	04-non-disease
EFO:0004528	mean corpuscular hemoglobin concentration	04-non-disease
EFO:0004529	lipid measurement	04-non-disease
EFO:0004530	triglyceride measurement	04-non-disease
EFO:0004531	urate measurement	04-non-disease
EFO:0004532	serum gamma-glutamyl transferase measurement	04-non-disease
EFO:0004533	alkaline phosphatase measurement	04-non-disease
EFO:0004534	creatine kinase measurement	04-non-disease
EFO:0004535	serum albumin measurement	04-non-disease
EFO:0004536	total blood protein measurement	04-non-disease
EFO:0004537	neonatal systemic lupus erythematosus	01-disease-subtype
EFO:0004540	chronic fatigue syndrome	02-disease-root
EFO:0004541	HbA1c measurement	04-non-disease
EFO:0004550	amygdala reactivity measurement	04-non-disease
EFO:0004554	genomic measurement	04-non-disease
EFO:0004555	glycoprotein measurement	04-non-disease
EFO:0004556	antibody measurement	04-non-disease
EFO:0004557	population measurement	04-non-disease
EFO:0004562	cryptorchidism	02-disease-root
EFO:0004565	serum IgG measurement	04-non-disease
EFO:0004566	body weight gain	04-non-disease
EFO:0004567	antipsychotic drug related weight gain	04-non-disease
EFO:0004568	serum non-albumin protein measurement	04-non-disease
EFO:0004569	brain serotonin transporter measurement	04-non-disease
EFO:0004570	bilirubin measurement	04-non-disease
EFO:0004571	butyrylcholinesterase measurement	04-non-disease
EFO:0004572	C4BP measurement	04-non-disease
EFO:0004573	chemerin measurement	04-non-disease
EFO:0004574	total cholesterol measurement	04-non-disease
EFO:0004575	e-selectin measurement	04-non-disease
EFO:0004576	fetal hemoglobin measurement	04-non-disease
EFO:0004577	infant head circumference	04-non-disease
EFO:0004578	homocysteine measurement	04-non-disease
EFO:0004579	serum IgE measurement	04-non-disease
EFO:0004581	interleukin 18 measurement	04-non-disease
EFO:0004582	liver enzyme measurement	04-non-disease
EFO:0004584	mean platelet volume	04-non-disease
EFO:0004585	naphthyl-keratin adduct measurement	04-non-disease
EFO:0004586	complete blood cell count	04-non-disease
EFO:0004587	lymphocyte count	04-non-disease
EFO:0004589	brachial circumference	04-non-disease
EFO:0004593	gestational diabetes	01-disease-subtype
EFO:0004594	childhood eosinophilic esophagitis	01-disease-subtype
EFO:0004595	HIV mother to child transmission	04-non-disease
EFO:0004596	diabetes mellitus type 2 associated cataract	01-disease-subtype
EFO:0004599	acute graft vs. host disease	01-disease-subtype
EFO:0004606	gallbladder neoplasm	03-disease-area
EFO:0004607	duodenal ulcer	02-disease-root
EFO:0004608	cystic fibrosis associated meconium ileus	01-disease-subtype
EFO:0004609	treatment refractory schizophrenia	01-disease-subtype
EFO:0004610	acute lung injury	02-disease-root
EFO:0004611	low density lipoprotein cholesterol measurement	04-non-disease
EFO:0004612	high density lipoprotein cholesterol measurement	04-non-disease
EFO:0004614	apolipoprotein A 1 measurement	04-non-disease
EFO:0004615	apolipoprotein B measurement	04-non-disease
EFO:0004616	osteoarthritis, knee	01-disease-subtype
EFO:0004617	cystatin C measurement	04-non-disease
EFO:0004618	vitamin K measurement	04-non-disease
EFO:0004619	factor VII measurement	04-non-disease
EFO:0004620	vitamin B12 measurement	04-non-disease
EFO:0004621	vitamin B6 measurement	04-non-disease
EFO:0004622	sphingolipid measurement	04-non-disease
EFO:0004623	fibrinogen measurement	04-non-disease
EFO:0004624	prostate specific antigen measurement	04-non-disease
EFO:0004625	progranulin measurement	04-non-disease
EFO:0004626	IGFBP-3 measurement	04-non-disease
EFO:0004627	IGF-1 measurement	04-non-disease
EFO:0004628	insulin like growth factor measurement	04-non-disease
EFO:0004629	von Willebrand factor measurement	04-non-disease
EFO:0004630	factor VIII measurement	04-non-disease
EFO:0004631	vitamin D measurement	04-non-disease
EFO:0004632	nevus count	04-non-disease
EFO:0004633	protein C measurement	04-non-disease
EFO:0004634	coagulation factor measurement	04-non-disease
EFO:0004635	leptin receptor measurement	04-non-disease
EFO:0004637	protein S measurement	04-non-disease
EFO:0004639	phospholipid measurement	04-non-disease
EFO:0004640	haptoglobin measurement	04-non-disease
EFO:0004641	white matter integrity	04-non-disease
EFO:0004642	cortisol secretion measurement	04-non-disease
EFO:0004644	TPE interval measurement	04-non-disease
EFO:0004645	response to vaccine	04-non-disease
EFO:0004647	response to platinum based chemotherapy	04-non-disease
EFO:0004653	response to TNF antagonist	04-non-disease
EFO:0004670	beta-amyloid 1-42 measurement	04-non-disease
EFO:0004682	QT interval	04-non-disease
EFO:0004683	wet macular degeneration	01-disease-subtype
EFO:0004684	tumor necrosis factor-alpha measurement	04-non-disease
EFO:0004685	hip geometry	04-non-disease
EFO:0004686	non-compaction cardiomyopathy	01-disease-subtype
EFO:0004694	factor XI measurement	04-non-disease
EFO:0004695	intraocular pressure measurement	04-non-disease
EFO:0004696	sex hormone-binding globulin measurement	04-non-disease
EFO:0004697	estradiol measurement	04-non-disease
EFO:0004698	insomnia	02-disease-root
EFO:0004699	gambling behaviour	04-non-disease
EFO:0004701	methamphetamine dependence	02-disease-root
EFO:0004703	age at menarche	04-non-disease
EFO:0004704	age at menopause	04-non-disease
EFO:0004705	hypothyroidism	03-disease-area
EFO:0004707	infantile hypertrophic pyloric stenosis	01-disease-subtype
EFO:0004708	nodular sclerosis Hodgkin lymphoma	01-disease-subtype
EFO:0004710	pelvic organ prolapse	02-disease-root
EFO:0004711	elephantiasis	02-disease-root
EFO:0004712	podoconiosis	01-disease-subtype
EFO:0004713	FEV/FEC ratio	04-non-disease
EFO:0004714	sexual dysfunction	04-non-disease
EFO:0004715	MRI defined brain infarct	02-disease-root
EFO:0004718	vascular dementia	02-disease-root
EFO:0004719	pemphigus vulgaris	01-disease-subtype
EFO:0004720	prion disease	03-disease-area
EFO:0004723	coronary artery calcification	04-non-disease
EFO:0004724	carotid-femoral pulse wave velocity	04-non-disease
EFO:0004725	metabolite measurement	04-non-disease
EFO:0004728	serum amyloid A protein measurement	04-non-disease
EFO:0004729	vitamin measurement	04-non-disease
EFO:0004730	hormone measurement	04-non-disease
EFO:0004731	eye measurement	04-non-disease
EFO:0004732	lipoprotein measurement	04-non-disease
EFO:0004733	anti-cyclic citrullinated peptide antibody measurement	04-non-disease
EFO:0004735	serum alanine aminotransferase measurement	04-non-disease
EFO:0004736	aspartate aminotransferase measurement	04-non-disease
EFO:0004737	carotenoid measurement	04-non-disease
EFO:0004738	tocopherol measurement	04-non-disease
EFO:0004739	circulating cell free DNA measurement	04-non-disease
EFO:0004741	blood urea nitrogen measurement	04-non-disease
EFO:0004742	renal system measurement	04-non-disease
EFO:0004743	facial morphology	04-non-disease
EFO:0004744	matrix metalloproteinase measurement	04-non-disease
EFO:0004745	NT-proBNP measurement	04-non-disease
EFO:0004746	lipoprotein-associated phospholipase A(2) measurement	04-non-disease
EFO:0004747	protein measurement	04-non-disease
EFO:0004748	thyroid stimulating hormone measurement	04-non-disease
EFO:0004749	CCL2 measurement	04-non-disease
EFO:0004750	interleukin 10 measurement	04-non-disease
EFO:0004751	CCL4 measurement	04-non-disease
EFO:0004752	parathyroid hormone measurement	04-non-disease
EFO:0004753	interleukin 12 measurement	04-non-disease
EFO:0004754	interleukin 1 receptor antagonist measurement	04-non-disease
EFO:0004760	t-tau measurement	04-non-disease
EFO:0004761	uric acid measurement	04-non-disease
EFO:0004762	vascular endothelial growth factor measurement	04-non-disease
EFO:0004763	p-tau measurement	04-non-disease
EFO:0004764	adipose tissue measurement	04-non-disease
EFO:0004765	visceral adipose tissue measurement	04-non-disease
EFO:0004766	subcutaneous adipose tissue measurement	04-non-disease
EFO:0004767	visceral:subcutaneous adipose tissue ratio	04-non-disease
EFO:0004768	follicle stimulating hormone measurement	04-non-disease
EFO:0004769	anti-Mullerian hormone measurement	04-non-disease
EFO:0004770	ovarian reserve	04-non-disease
EFO:0004771	visual cortical surface area measurement	04-non-disease
EFO:0004772	early onset hypertension	01-disease-subtype
EFO:0004774	chewing tobacco behavior	04-non-disease
EFO:0004775	toxic epidermal necrolysis	02-disease-root
EFO:0004776	alcohol and nicotine codependence	02-disease-root
EFO:0004777	alcohol withdrawal	01-disease-subtype
EFO:0004779	CHAOS measure	04-non-disease
EFO:0004780	DSM-IV-based social scale	04-non-disease
EFO:0004781	DSM-IV-based  non-social scale	04-non-disease
EFO:0004782	behavior or behavioral disorder measurement	04-non-disease
EFO:0004783	TEMPS-A questionnaire	04-non-disease
EFO:0004784	self reported educational attainment	04-non-disease
EFO:0004785	South Texas Assessment of Neurocognition	04-non-disease
EFO:0004786	Mini-International Neuropsychiatric Interview	04-non-disease
EFO:0004789	atrial natriuretic factor measurement	04-non-disease
EFO:0004790	CD40 ligand measurement	04-non-disease
EFO:0004791	tissue plasminogen activator measurement	04-non-disease
EFO:0004792	plasminogen activator inhibitor 1 measurement	04-non-disease
EFO:0004795	skin sensitivity to sun	02-disease-root
EFO:0004798	copy number variation	04-non-disease
EFO:0004799	cholelithiasis	02-disease-root
EFO:0004800	frontal theta oscillation measurement	04-non-disease
EFO:0004802	family size	04-non-disease
EFO:0004803	male fertility	04-non-disease
